id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50472723,Deluxe King Chicago Hotel Collection River North,407354237,The Chicago Hotel,,Near North Side,41.89747,-87.63577,Private room,99,1,0,,,7,71,0,2492352
50472776,Sig. Queen Chicago Hotel Collection River North,407354237,The Chicago Hotel,,Near North Side,41.89923,-87.63704,Private room,99,1,0,,,7,71,0,2492352
50472813,Quad Chicago Hotel Collection River North,407354237,The Chicago Hotel,,Near North Side,41.89736,-87.63526,Private room,167,1,0,,,7,71,0,2492352
50473263,"Lakeview Studio w/ Rooftop Pool, nr Wrigley Field",107434423,Blueground,,Lake View,41.94517299999999,-87.641759,Entire home/apt,144,32,1,2021-07-23,0.07,525,209,0,32+ Days Listing
50481036,Modern Corner 2BR in Streeterville | Roof Deck | Lake Views,126179580,Staywell,,Near North Side,41.89923,-87.62149,Entire home/apt,322,2,57,2022-09-09,3.97,20,226,50,R21000064643
50484062,Large vintage apartment,407843126,Julie,,Austin,41.88852,-87.76119,Entire home/apt,239,14,9,2022-07-25,0.78,6,180,9,R21000070009
50484142,Nice and Spacious Home in Humboldt Park,78071610,Ian,,Humboldt Park,41.89943,-87.71882,Private room,91,2,17,2022-09-05,1.25,1,360,13,R21000064658
50489917,Italian neighborhood close to the City,371036931,Roseanna,,Near West Side,41.8726,-87.65365,Entire home/apt,175,5,12,2022-08-21,0.88,27,159,9,R21000075464
50505276,Charming private bedroom,288665389,Ayanna And Lawrence,,East Garfield Park,41.87203,-87.69489,Private room,75,32,3,2022-05-27,0.24,4,10,2,
50505631,Charming Master bedroom with private bath-s,288665389,Ayanna And Lawrence,,East Garfield Park,41.87122,-87.69506,Private room,85,32,1,2022-08-31,1,4,16,1,
50505855,Charming private bedroom-s,288665389,Ayanna And Lawrence,,East Garfield Park,41.86972,-87.69475,Private room,75,32,1,2021-11-28,0.10,4,10,1,
50521751,"Cozy Modern 1BR Apt, 10-min Walk to Wrigley Field",259688317,Vincent & Sofia,,Lake View,41.94608,-87.64447,Entire home/apt,248,1,97,2022-09-04,6.72,12,80,78,R21000062384
50521937,Superb Location @TheLoop steps MillenniumPark✭,262499958,Jake,,Loop,41.88611,-87.62503,Entire home/apt,208,3,12,2022-09-02,0.80,3,27,10,R18000031622
50526328,Large Executive Row house in Historic Pullman,104423227,Stephanie,,Pullman,41.68789,-87.61048,Entire home/apt,250,2,16,2022-08-26,1.08,1,171,6,R22000086224
50539463,Wrigley Lakeview Gem - walk to Wrigley/parking,153282233,Justin,,Lake View,41.94867,-87.66002,Entire home/apt,92,32,44,2022-06-05,3.24,8,262,32,R19000039323
50541693,"Modern, Fully Renovated Logan Square Coach House",10990820,Jennifer,,Logan Square,41.92605,-87.68994,Entire home/apt,466,3,53,2022-09-05,3.63,1,68,42,R21000070151
50547772,"Sweet Home Chicago (house) - free parking, by Sox",25894549,Laurel,,Bridgeport,41.84392,-87.64325,Entire home/apt,664,3,1,2021-09-06,0.08,2,153,0,R21000064379
50548007,"Lovely 2 BDR, 3 min walk to train for Downtown/ORD",408407815,Camelia,,Irving Park,41.95468,-87.72722,Entire home/apt,232,2,13,2022-09-12,3.10,1,352,13,R22000081489
50566046,Vibrant & Stylish 4 Bed Condo near Humboldt Park,80764760,Lourdes,,West Town,41.90366,-87.69547,Entire home/apt,124,1,61,2022-09-06,4.28,2,339,49,R21000075430
50566631,"GORGEOUS 3BR/3BA Duplex, Free parking!",30482715,Sean,,West Town,41.89127,-87.68229,Entire home/apt,491,3,20,2022-09-05,1.60,3,335,19,R22000081832
50570699,Perfect 4th of July Condo!,27654914,Dustin,,Loop,41.87164,-87.63397,Entire home/apt,250,32,0,,,1,0,0,City registration pending
50574482,Wicker Park Charmer,4289231,Douglas,,West Town,41.90837,-87.66826,Entire home/apt,195,32,71,2022-09-05,4.79,2,355,53,City registration pending
50586474,Cozy Condo on Tri-Tylor,227926189,Wanda And JR,,Near West Side,41.86861,-87.68457,Entire home/apt,149,28,0,,,3,314,0,R46621332132
50589144,"Elegant south loop 2 bedroom apartment, Wifi, park",9339313,Leon,,Lower West Side,41.8595,-87.65143,Entire home/apt,227,1,53,2022-09-05,3.56,12,349,43,R21000075344
50590536,Lovely 2 bedroom condo with a great patio.,7670001,Michael,,Douglas,41.83905,-87.62176,Entire home/apt,206,32,27,2022-08-13,2.06,1,350,23,R21000069367
50594581,"Lovely 2 bedroom condo, relaxing, peaceful warm.",402792711,Jessica,,Beverly,41.69977,-87.66974,Entire home/apt,182,3,48,2022-09-13,3.30,2,360,37,R21000069883
50599177,Washington Estate minutes from University of CHI,408824247,Latarsha,,Washington Park,41.78919,-87.61938,Entire home/apt,168,2,28,2022-09-11,2.02,1,347,24,R21000076111
50619453,Private Studio Apt in the Heart of Wicker Park!,33129051,Tommy & Sarah,,West Town,41.90833,-87.67115,Entire home/apt,104,2,96,2022-09-03,6.55,1,305,81,R21000066616
50620728,Cozy 1 Bedroom Apartment near Wrigley Field.,1517250,Joshua,,Lincoln Square,41.9631,-87.68138,Entire home/apt,171,2,17,2022-07-04,1.16,1,80,7,R22000087976
50630514,"W. Loop 1BR, nr Loop & Restaurant Row, nr L",107434423,Blueground,,Near West Side,41.8859198,-87.6440705,Entire home/apt,141,32,0,,,525,280,0,32+ Days Listing
50630534,"W. Loop 1BR, nr Loop & Restaurant Row, nr L",107434423,Blueground,,Near West Side,41.8859198,-87.6440705,Entire home/apt,145,32,0,,,525,228,0,32+ Days Listing
50630606,"Streeterville Studio w/ Gym, Pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.61628259999999,Entire home/apt,118,32,1,2022-01-26,0.13,525,290,1,32+ Days Listing
50632700,"Streeterville 2BR w/ Gym, Pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.61628259999999,Entire home/apt,221,32,0,,,525,275,0,32+ Days Listing
50633147,"Streeterville 1BR w/ Gym, Pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.61628259999999,Entire home/apt,146,32,0,,,525,189,0,32+ Days Listing
50637985,Cozy 2bd/2ba in Boystown/Wrigleyville,12904658,Nick,,Lake View,41.9461,-87.64993,Entire home/apt,235,3,37,2022-08-29,2.71,1,173,31,2813918
50641075,Level ◆ Brand New Luxe JR Two Bedroom Suite,177188450,Level,,Near North Side,41.89039,-87.63844,Entire home/apt,380,2,4,2022-05-20,0.30,21,341,3,2835961
50641249,Level Brand New Executive One Bedroom & Office,177188450,Level,,Near North Side,41.89034,-87.63711,Entire home/apt,470,32,2,2022-03-01,0.16,21,365,1,
50641400,Level ◆ Brand New Luxe Studio,177188450,Level,,Near North Side,41.89045,-87.63878,Entire home/apt,216,2,2,2022-09-11,0.37,21,343,2,2835961
50644291,Medical District Gem.,382098370,Ivy,,Near West Side,41.86731,-87.68622,Entire home/apt,95,32,5,2022-08-31,0.39,3,288,4,
50652293,1BR Apartment at Presidential Towers,392264626,North Harbor Tower,,Near West Side,41.88001,-87.64123,Entire home/apt,300,32,2,2021-08-20,0.15,6,256,0,R00000000000
50652638,1BR Luxury Apartment at Presidential Towers,392264626,North Harbor Tower,,Near West Side,41.8807,-87.6431,Entire home/apt,300,32,0,,,6,256,0,R00000000000
50652900,Luxury 1BR at Downtown Chicago,392264626,North Harbor Tower,,Near West Side,41.87998,-87.6426,Entire home/apt,300,32,0,,,6,256,0,R00000000000
50653294,Lovely 1 bedroom rental in the historic Hyde Park.,408740232,Magnificent,,Hyde Park,41.79876,-87.58549,Entire home/apt,73,1,28,2022-09-06,3.13,1,16,28,R21000072228
50653368,Spacious 1BR at Presidential Towers,392264626,North Harbor Tower,,Near West Side,41.88,-87.64167,Entire home/apt,300,32,0,,,6,226,0,R00000000000
50653622,Cozy 1BR at Chicago,392264626,North Harbor Tower,,Near West Side,41.88222,-87.64129,Entire home/apt,300,32,0,,,6,256,0,R00000000000
50662837,Hugh's Haven...Albany Park Spacious 2 bedroom,161781533,Hugh,,Albany Park,41.9624,-87.70554,Entire home/apt,75,32,17,2022-04-23,1.19,2,0,9,R20000053072
50677599,Large room by Uni of Chicago/Jackson Hospital,125651621,Tavis,,South Shore,41.76292,-87.59051,Private room,60,1,2,2021-08-02,0.14,2,226,0,R21000075320
50678129,University Manor upscale mansion for campus visits,143937691,Caryl,,Hyde Park,41.80029,-87.59894,Entire home/apt,560,2,14,2022-08-25,1.26,6,308,14,R21000074380
50679697,Sunny Charming 2BR/1BA Medical District Monthly,105135679,Michael,,Lower West Side,41.85725,-87.68536,Entire home/apt,85,28,4,2022-05-28,0.30,3,306,3,R18000036443
50694553,Newly Renovated 420 Friendly unit,409656184,Victoria,,Washington Heights,41.70580519774983,-87.64897749451221,Entire home/apt,117,2,18,2022-09-10,6.14,1,343,18,R22000084128
50697222,#F Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84673,-87.6478,Private room,103,1,24,2022-08-20,1.71,6,169,18,R22000082528
50697814,#D Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84687,-87.64783,Private room,97,1,23,2022-08-26,1.63,6,357,19,R22000082528
50700037,Cozy Suite 205,265059752,J And F Apartments,,Calumet Heights,41.733,-87.58381,Entire home/apt,100,3,13,2022-09-05,0.94,5,351,9,R19000042634
50724592,Lovely Garden Studio Apartment.,223183083,Kasey,,Avondale,41.93521,-87.73076,Entire home/apt,77,1,15,2021-11-20,1.05,1,8,6,R21000064459
50729270,BOHO STYLED HYDE PARK/BRONZEVILLE,47195579,Destine,,Woodlawn,41.77807,-87.6019,Entire home/apt,90,1,0,,,2,71,0,R21000062052
50730968,Charming Junior Suite w/ Rooftop View.,184285805,Brittany,,Uptown,41.96436,-87.6553,Entire home/apt,144,32,45,2022-09-04,3.28,1,344,32,City registration pending
50733389,Cozy Condo (Bronzeville Historical),376923917,Dominique,,Douglas,41.83201314652786,-87.62100568821278,Entire home/apt,155,3,2,2022-08-18,1.87,1,323,2,R22000086602
50758845,"Lakeview 1BR w/ Gym, Pool, 1 block to Lincoln Park",107434423,Blueground,,Lake View,41.94517299999999,-87.641759,Entire home/apt,132,32,0,,,525,286,0,
50765568,Modern light filled apt by West Loop!,25108912,Shante,,East Garfield Park,41.87661,-87.69755,Entire home/apt,226,2,11,2022-06-27,0.88,1,297,10,R21000068938
50773644,Grand Studio in the Heart of Lakeview!,21858408,Carrie,,Lake View,41.93903,-87.65329,Entire home/apt,64,32,8,2022-08-13,0.60,1,49,7,
50787092,Entire Apartment -  Logan Square Two Bedroom,230426593,Victor,,Logan Square,41.91917,-87.69365,Entire home/apt,141,40,20,2022-07-28,1.53,1,11,16,R22000086989
50787434,Nice&clean 1 bedroom apartment with free parking,144706165,Nadzeya,,Ohare,41.97317,-87.84414,Entire home/apt,210,32,17,2022-01-30,1.23,1,90,15,R21000064655
50789154,Amazing 1Bedroom at Westloop,198161836,Berkay,,Near West Side,41.88188,-87.64423,Entire home/apt,209,32,11,2022-08-14,0.90,1,112,10,R21000064365
50793099,Private Large Room A6 by Chinatown,410504785,Ray,,Bridgeport,41.84324,-87.6378,Private room,48,2,30,2022-08-27,2.24,6,158,26,R21000069364
50796659,"Logan Square Corner 3BR, Walkable to Highlights",327709604,Kara And Alex,,Avondale,41.93402,-87.71651,Entire home/apt,437,1,36,2022-08-31,2.51,8,64,30,R21000062401
50806223,Cozy  2 bedroom apartment in Belmont-Cragin,410645419,Mirsada,,Belmont Cragin,41.93274,-87.77639,Entire home/apt,95,1,5,2022-08-21,0.40,3,356,4,R21000070482
50806225,Cozy  space with two bedrooms 1 bathroom,410645419,Mirsada,,Austin,41.92184,-87.80349,Entire home/apt,100,1,21,2022-08-14,1.62,3,343,19,R21000069368
50811113,No1 Location 1 bedroom w Amazing view/Pool/Gym/Spa,321302737,Tariq,,Loop,41.88714,-87.61563,Entire home/apt,146,32,0,,,1,0,0,
50825751,A lovely 1 room bedroom in the Chicago area,395651225,Emmanuel,,Humboldt Park,41.89205,-87.71335,Private room,66,1,18,2022-09-09,1.47,1,361,17,R21000069217
50854558,Room M1,327103193,Jorge,,East Side,41.70781,-87.53731,Private room,26,32,4,2022-07-28,0.59,28,84,4,
50865923,Lovely 2bdrm condo - Near Downtown Chicago,206957119,Savalle,,West Ridge,41.99308,-87.68109,Entire home/apt,165,2,6,2022-09-05,0.46,1,292,3,R21000069660
50870812,R1 Prime New House Perfect for your stay,352148357,Poliana,,Bridgeport,41.84135,-87.65724,Private room,41,2,47,2022-08-22,3.29,5,344,40,R20000056433
50871569,Cozy South Shore Room,6617501,Langley,,South Shore,41.7545,-87.58373,Private room,29,1,2,2022-05-14,0.14,12,0,1,R19000048101
50872121,Trendy & Tastefully Decorated 2BR Apt in Lakeview,166918192,Brad & Sara,,Lake View,41.93447,-87.64263,Entire home/apt,157,1,52,2022-08-29,3.72,11,340,42,R21000062174
50873701,Inviting 2 Bedroom Townhome with Private Balcony,25966579,Zahid,,Lincoln Park,41.91379,-87.65146,Entire home/apt,114,1,44,2022-09-07,3.54,1,279,43,R21000069565
50887493,"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",107434423,Blueground,,West Town,41.90772990000001,-87.67370009999999,Entire home/apt,141,32,1,2022-04-21,0.20,525,348,1,
50887504,"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",107434423,Blueground,,West Town,41.90772990000001,-87.67370009999999,Entire home/apt,134,32,0,,,525,340,0,
50890121,:: The Wolcott :: Modern Elegance at it's Finest,411472007,Matthew,,West Town,41.90439,-87.67427,Entire home/apt,2643,1,2,2022-07-31,0.52,1,344,2,R21000069461
50894852,LOCATION - 24/7 GYM - DOWNTOWN - NEAR MICHIGAN AVE,3965428,Rob,,Near North Side,41.89663,-87.62202,Entire home/apt,110,32,0,,,68,335,0,
50897410,Entire Studio Apartment | View of Millennium Park,46575399,Ashley,,Loop,41.87139,-87.62592,Entire home/apt,133,2,12,2022-09-05,1.15,1,141,12,R21000072482
50897462,Boho Nook In Vintage Building By O’Hare,49963831,Mariella,,Belmont Cragin,41.93846,-87.75799,Entire home/apt,125,32,3,2022-08-15,0.57,1,286,3,
50899302,LOCATION 24/7 GYM Next to Michigan Ave Safe Area,3965428,Rob,,Near North Side,41.89583,-87.62188,Entire home/apt,117,32,0,,,68,349,0,
50899540,GREAT LOCATION MICHIGAN AVE NEXT GYM WIFI,49626033,Roma,,Near North Side,41.89974,-87.62018,Entire home/apt,99,32,0,,,31,335,0,
50900786,La Casita II,141596426,Salvador,,Lower West Side,41.848335,-87.679138,Entire home/apt,75,2,15,2022-08-01,1.41,2,67,15,R21000072018
50906370,Studio with large kitchen for 2,324740940,Andy,,Uptown,41.95560084334352,-87.65169034171365,Entire home/apt,118,32,1,2022-09-10,1,2,352,1,R12345678901
50915824,Stylish Apt near downtown. Ideal for Long Stays.,396715210,Harold,,Lower West Side,41.85592,-87.65353,Entire home/apt,134,14,9,2022-08-14,0.71,1,95,7,R21000069799
50916130,Stunning Corner 2BR in Streeterville | Roof Deck | Lake Views,126179580,Staywell,,Near North Side,41.89963,-87.61987,Entire home/apt,331,2,76,2022-09-08,5.33,20,213,64,R21000070226
50916184,Vibrant & eclectic spacious 1BR close to downtown!,21056598,Hazel,,Hyde Park,41.80095,-87.584,Entire home/apt,165,4,16,2022-08-27,1.41,1,352,16,R21000071174
50922049,Lovely condo near the United Center,407843126,Julie,,East Garfield Park,41.88146,-87.7,Entire home/apt,174,3,26,2022-08-22,1.95,6,252,20,R21000064681
50937384,Adorable 2-Bedroom in the Heart of Lincoln Park,358899064,Brian,,Lincoln Park,41.9294,-87.64951,Entire home/apt,325,32,15,2022-08-30,1.48,2,276,15,R21000069144
50944574,Room M2,327103193,Jorge,,East Side,41.70582,-87.53638,Private room,26,32,2,2022-02-20,0.20,28,81,2,
50944692,Room M3,327103193,Jorge,,East Side,41.70792,-87.5384,Private room,25,32,1,2021-12-28,0.11,28,76,1,
50950455,#E Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84537,-87.64621,Private room,90,1,33,2022-08-10,2.33,6,357,23,R22000082528
50955244,Bright and Spacious Logan Square Home,412093405,Odette,,Avondale,41.93795,-87.70892,Entire home/apt,300,32,6,2021-11-14,0.46,1,275,4,R21000069369
50956753,Modern 2 bdrm apt near O'hare and Downtown,137310905,Fabio,,Jefferson Park,41.98576,-87.77532,Entire home/apt,139,3,35,2022-09-10,3.99,3,144,35,R21000074960
50957385,Lincoln Park 2 Bedroom Condo w/Mid Century Flair,26896157,Stacy,,Lincoln Park,41.9222,-87.66404,Entire home/apt,413,32,18,2022-09-11,1.86,1,290,18,R21000067856
50967514,Crashpad - comfy airbed in living room,133481678,Allyn,,Jefferson Park,41.98339,-87.77166,Shared room,40,2,8,2022-07-19,0.72,1,86,8,R21000071783
50978981,Study/Work/Play Space in excellent location,8478523,Jessica,,Logan Square,41.91572083064228,-87.69699349336975,Private room,73,32,0,,,1,354,0,R12345678901
50994340,Charming 4 Bd 2 Ba 2 Park Duplex in Wrigleyville,401070165,Niel,,Lake View,41.94872,-87.65265,Entire home/apt,457,3,28,2022-09-05,2.01,3,322,19,R22000081934
50994709,"Private Penthouse - Rooftop, Gym, Office, Garage",5356596,Michael,,Lake View,41.934689,-87.65239,Entire home/apt,495,32,0,,,1,256,0,R21000065857
50998016,Wicker Park Coachhouse,4289231,Douglas,,West Town,41.909241,-87.669121,Entire home/apt,332,32,18,2022-08-25,2.02,2,297,18,R21000072053
50998618,Art Gallery Themed - Logan Square Apartment 30%OFF,412535803,Kaapo Presents,,Logan Square,41.9249,-87.70325,Entire home/apt,103,1,33,2022-08-29,3.04,1,256,33,R21000071691
51001033,Avondale Oasis Duplex Up,33278570,Catherine,,Avondale,41.9335,-87.72096,Entire home/apt,194,2,3,2022-08-21,0.21,3,0,2,R22000081690
51008895,"Streeterville 1BR w/ Gym, Pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.61628259999999,Entire home/apt,187,32,0,,,525,120,0,
51008907,"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",107434423,Blueground,,West Town,41.90772990000001,-87.67370009999999,Entire home/apt,134,32,2,2022-04-30,0.20,525,344,2,
51017310,"Beautiful 6-bedroom, Private Mansion with Hot Tub",5720152,Pam,,Greater Grand Crossing,41.76485,-87.62708,Entire home/apt,307,2,27,2022-08-20,2.78,3,145,27,R22000079972
51024096,Downtown Chicago Apartment Near Navy Pier,336174688,Eric,,Near North Side,41.89152996613198,-87.616816869405,Entire home/apt,185,32,0,,,1,232,0,
51028464,Beautiful and comfortable apartment,407843126,Julie,,Austin,41.888267731441445,-87.7626059706784,Entire home/apt,81,14,2,2022-07-18,0.91,6,53,2,R21000070009
51049065,"Rogers Park Cozy 1 bd, 1 bath unit. Gated parking.",393214451,Gregory,,West Ridge,42.01364,-87.68977,Entire home/apt,133,1,12,2022-08-16,0.97,2,188,11,R21000068406
51059142,Safe and Spacious 2 Bedroom Apartment,385302619,Justin,,North Center,41.951215985485675,-87.68635160064981,Entire home/apt,124,3,2,2022-08-27,2,1,146,2,R22000086409
51067175,"Remodeled, Modern, Spacious 1- Bedroom Garden Apt",33321452,Roberto,,Edgewater,41.99234,-87.6725,Entire home/apt,156,32,36,2022-09-11,2.89,1,337,35,R21000070287
51084874,"MICH AVE #20 Downtown, Grant Park, Museums 2bd/2ba",98193524,Mary And JW,,Near South Side,41.86736,-87.62567,Entire home/apt,350,2,30,2022-08-22,2.89,24,59,30,R22000086737
51102293,Cozy 2BR near DT w/ Easy Access to Milwaukee Ave.,300930607,Mne,,West Town,41.90709,-87.67182,Entire home/apt,232,32,0,,,3,259,0,R22000079224
51118058,NEW 3 bedroom apartment in Edgewater!,38084112,Michael,,Edgewater,41.99362,-87.66355,Entire home/apt,314,2,29,2022-08-16,2.21,1,68,25,R21000069030
51129231,Your ULTIMATE Entertainment Destination Awaits!!!,1416817,Scott,,Near North Side,41.90463,-87.64195,Entire home/apt,400,3,7,2022-05-30,0.56,4,5,6,R20000060224
51146552,Classy Logan Square unit with amazing roof deck.,100927262,Salma,,Logan Square,41.9202,-87.69299,Entire home/apt,95,32,1,2022-01-02,0.12,1,0,1,R34503727527
51151407,Avondale Oasis Floor 2,33278570,Catherine,,Avondale,41.93355,-87.71945,Entire home/apt,159,2,19,2022-09-07,1.47,3,80,17,R22000081690
51153028,Entire cozy kids friendly 2nd floor Unit,410182681,Ivan,,Dunning,41.93939,-87.77747,Entire home/apt,203,2,42,2022-09-12,3.13,1,40,37,R21000064478
51171320,Modern Wicker Park townhome,21451629,Alison,,West Town,41.89993,-87.67047,Entire home/apt,296,32,4,2022-08-20,0.34,1,138,4,R21000069664
51171620,Rare Find 2BD|1BA 10min to Downtown | Free parking,414148337,Jonathan & Chanelle,,Lower West Side,41.85344,-87.66908,Entire home/apt,174,2,25,2022-08-22,1.98,1,352,24,R21000075221
51173851,Spacious Lincoln Park Top Floor Suite Near DePaul,45312905,Alka,,Lincoln Park,41.92547,-87.65184,Private room,163,2,33,2022-08-28,2.75,1,34,33,R22000087253
51176220,The Suite Studio near Wrigleville KingBed,170551048,Lyn,,Uptown,41.95485,-87.65,Entire home/apt,174,32,35,2022-07-03,2.85,12,75,34,R21000063969
51177581,"Stunning view, amazing location",190702407,Jasmeka,,Near North Side,41.9018,-87.62859,Entire home/apt,365,2,0,,,1,0,0,R21000069212
51185657,The Elston Casa,13751434,Christopher,,Avondale,41.93452,-87.68923,Entire home/apt,292,2,15,2022-09-04,1.10,1,68,13,R22000078197
51192318,Grand Avenue APT 1/West Loop & newly renovated!,143431215,Carolyn,,West Town,41.89187,-87.66393,Entire home/apt,216,3,59,2022-09-06,4.32,3,323,52,2476077
51196105,East Village Oasis,14988400,Sharon,,West Town,41.8976,-87.67586,Entire home/apt,120,2,54,2022-09-12,4.11,3,12,49,R21000068872
51198174,Lovely 1 Bedroom apartment near downtown chicago,247475779,Tommika,,Douglas,41.84112655352236,-87.61720147207937,Entire home/apt,139,2,2,2022-09-11,2,1,347,2,R22000086853
51205312,Private Basement Studio,348944587,Kerilyn,,Logan Square,41.92891,-87.70107,Entire home/apt,129,32,36,2022-04-03,2.60,2,365,27,R20000060227
51209587,"Streeterville 1BR w/ Gym, Pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.61628259999999,Entire home/apt,144,32,0,,,525,311,0,
51211000,Kasa 🚕 Brand New Building + Great Location and Work Friendly 🚕 Chicago Old Town,88566861,Kasa,,Near North Side,41.89638,-87.63553,Entire home/apt,230,2,36,2022-09-04,2.89,19,286,34,2791598
51211015,"Kasa 🚕 New Building, Family Friendly + Excellent Location 🚕 Chicago Old Town",88566861,Kasa,,Near North Side,41.89597,-87.63368,Entire home/apt,481,2,42,2022-09-05,3.01,19,289,40,2791598
51211027,Kasa 🚕 Modern New Building + Rooftop Pool 🚕 Chicago Old Town,88566861,Kasa,,Near North Side,41.89574,-87.63506,Entire home/apt,199,2,63,2022-09-04,4.82,19,290,60,2791598
51211039,"Kasa 🚕 Modern Building, Rooftop Lounge + Gym 🚕 C",88566861,Kasa,,Near North Side,41.89794,-87.63404,Entire home/apt,202,2,73,2022-09-11,5.34,19,291,69,2791598
51211288,Bedroom for rent in charming home,9996343,Leticia,,Logan Square,41.91822,-87.71946,Private room,73,2,6,2022-09-05,0.62,1,7,6,R21000073120
51212716,"Chicago-Garden 1-BR, Beverly/Morgan Pk, Chicago",88374012,Kim,,Morgan Park,41.69145,-87.67883,Entire home/apt,140,32,0,,,1,180,0,R21000069211
51214098,"Streeterville Studio w/ Gym, Pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.61628259999999,Entire home/apt,144,32,2,2022-08-06,0.17,525,255,2,
51222496,Room T3,327103193,Jorge,,Near West Side,41.86642,-87.68405,Private room,40,90,6,2021-12-03,0.44,28,72,3,2797388
51231216,"Cozy 2 bedroom 2 bath home,  near UC-Downtown-Lake",2725609,Michele,,Greater Grand Crossing,41.75249,-87.60544,Private room,90,2,16,2022-09-05,1.28,1,337,14,R21000069314
51234936,"Kasa  🛍 Studio + Balcony, One Block from Whole Foods  🛍 River North",88566861,Kasa,,Near North Side,41.89457,-87.62796,Entire home/apt,238,3,262,2022-09-12,19.17,19,297,226,2694638
51234939,"Kasa 🛍 Cozy Studio, Walk to Shopping & Dining 🛍 Chicago River North",88566861,Kasa,,Near North Side,41.89611,-87.62789,Entire home/apt,200,3,55,2022-09-12,4.01,19,288,43,2694638
51235247,Kasa 🛍 Sunny South-Facing 1BD with a Balcony 🛍 River North,88566861,Kasa,,Near North Side,41.89613,-87.62806,Entire home/apt,261,3,63,2022-09-06,4.59,19,298,56,2694638
51241143,Room T2,327103193,Jorge,,Near West Side,41.86852,-87.68591,Private room,33,32,8,2022-08-31,0.59,28,72,5,2797388
51252210,Modern cozy bedroom in historic home |Free parking,22783256,Giang,,Grand Boulevard,41.80546,-87.61385,Private room,72,2,9,2022-08-19,0.95,1,288,9,R21000073650
51252382,H. Mansion Shared COED rm not private TOP BUNK BED,163484540,Neuma,,Calumet Heights,41.72787,-87.5771,Shared room,25,2,9,2022-08-31,0.72,23,341,8,R21000062044
51269869,Vintage Apartment Flat in Lincoln Park!,92832983,Lauren,,Lincoln Park,41.91852,-87.64945,Entire home/apt,441,1,21,2022-08-03,1.68,1,98,20,R21000070394
51270516,Cheerful 4-bedroom house with patio,404766394,Thatheu,,Irving Park,41.948555,-87.727196,Entire home/apt,213,2,14,2022-09-05,1.29,1,348,14,R21000071275
51278295,"Streeterville 1BR w/ Gym, Pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.61628259999999,Entire home/apt,190,32,0,,,525,185,0,
51278722,Private Room G,338076137,Tetyana,,East Garfield Park,41.87646,-87.71493,Private room,47,31,12,2022-08-27,0.88,6,76,5,R20000055778
51288331,2 Bed Skyline View 420-F Loft w/ Private Rooftop,99260498,Richie,,West Town,41.89046,-87.67768,Entire home/apt,395,1,0,,,4,352,0,R21000072293
51288746,"💙⚾️ 💙Great Apt, 3 miles West of Wrigley Field 💙⚾️💙",347782025,Troy,,Irving Park,41.94842,-87.73388,Entire home/apt,230,32,38,2022-09-13,3.36,1,321,38,R21000070152
51290153,Unique Condo in the Heart of Chicago's North Side,7239384,Joe,,North Center,41.95908,-87.68054,Entire home/apt,150,2,9,2022-04-30,0.72,2,256,7,R17000014615
51290608,"Comfy Private Room ""S"", in Quiet, Safe North Area.",180983956,Jaime,,Irving Park,41.95768,-87.71612,Private room,58,1,19,2022-09-13,1.44,3,145,15,R19000040394
51300622,Stylish One Bedroom in an Amenity packed building!,391945218,Matt,,Loop,41.88761,-87.61922,Entire home/apt,276,32,0,,,23,90,0,
51305322,Cozy bedroom in Irving convenient location!!!!!,55699305,Maria Camila,,Irving Park,41.95517,-87.71143,Private room,77,3,14,2022-08-23,1.11,2,118,11,R21000064651
51307426,Chic minimalist Studio across  from Grant Park!!!,403757590,Susan,,Loop,41.87068,-87.6257,Entire home/apt,102,32,4,2022-08-22,0.54,1,347,4,
51309219,BEST In Chicago. Entire condo w/FREE Gated parking,98011431,Kyle,,Washington Park,41.78649,-87.61735,Entire home/apt,115,1,33,2022-08-23,3.22,1,303,33,R21000073022
51309614,Roomy 2BR PrivateFloor FastWiFi W/Selfcheck-in,415539039,David,,Belmont Cragin,41.93017578125,-87.76420593261719,Entire home/apt,124,1,47,2022-09-05,3.69,1,159,44,R21000069819
