id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32766082,Newly Renovated Wrigleyville Apartment,88720033,Arden,,Lake View,41.94436,-87.65458,Entire home/apt,64,32,7,2019-04-07,0.16,1,0,0,City registration pending
32815441,Cozy Depaul/Wrigley Garden Condo  +FREE Parking!,153282233,Justin,,Lincoln Park,41.92899,-87.65866,Entire home/apt,200,1,161,2022-09-05,3.76,8,69,56,2658740
32816781,Heart of Downtown 2BR - Millennium Park II,89737716,Oleg,,Loop,41.88487,-87.62511,Entire home/apt,94,32,60,2020-03-10,1.43,1,0,0,City registration pending
32821107,"Cozy, sunny, boho condo.",65470333,Katie,,Uptown,41.96326,-87.66497,Entire home/apt,172,1,3,2022-08-22,0.35,2,26,3,R21000073663
32841476,Designer 3BR Luxury Penthouse in Heart of Fulton Market | Featured In Architectural Digest,126179580,Staywell,,Near West Side,41.88581,-87.65114,Entire home/apt,615,2,107,2022-09-09,2.54,20,270,39,R21000061040
32862958,MAG MILE Private Bed/Bath in a LUX 2BR/2BA Apt,212313279,Nicole And Matt,,Near North Side,41.9003,-87.62172,Private room,173,2,133,2022-09-11,3.15,13,116,45,R20000051951
32864072,CORNER 2BR/2BA MICHIGAN AVE!,33127842,Kari,,Near North Side,41.89051,-87.62292,Entire home/apt,226,32,0,,,14,304,0,City registration pending
32868303,Private 2 Bedroom Retreat,52725236,Wendi,,Logan Square,41.92756,-87.69046,Entire home/apt,176,3,107,2022-08-26,2.64,3,171,23,R20000060260
32871572,Huge Open Concept Home in Lakeview-walk to Wrigley,14866234,Dustin,,Lincoln Park,41.93253,-87.65573,Entire home/apt,700,2,84,2022-09-02,1.98,1,320,23,R22000081260
32877806,Handicap accessible apartment w/Level-2 EV Charger,227069903,Richard,,Hegewisch,41.65462,-87.54937,Entire home/apt,83,2,112,2022-09-12,2.64,1,229,27,R22000086585
32896171,Hotel Perks - Private Bedroom | Private Bathroom,57387860,Freehand,,Near North Side,41.8923,-87.62734,Hotel room,284,1,18,2022-07-17,0.42,24,346,2,R18000024404
32934782,MARVELOUS MAG MILE 2BD/2BA  (+Rooftop),179367980,Wendy And Matt,,Near North Side,41.90018,-87.62185,Entire home/apt,506,2,79,2022-09-11,1.85,12,20,33,R20000051951
32990852,LUX Mag Mile 2/2 w/ Lake VIEWS!! (+Rooftop),179367980,Wendy And Matt,,Near North Side,41.89937,-87.62111,Entire home/apt,385,2,181,2022-08-25,4.24,12,61,38,R22000079934
33017791,Newly renovated apartment close to O'Hare/Rosemont,13004993,Piotr,,Ohare,41.97614,-87.84523,Entire home/apt,70,21,12,2019-09-23,0.30,1,12,0,City registration pending
33022753,Entire apartment 1br close to Downtown Chicago.,248544044,Karina,,Archer Heights,41.81278,-87.72698,Entire home/apt,40,32,41,2021-07-19,0.96,2,0,0,City registration pending
33036426,Stylish Home Near Wrigley Field,17035591,Joshua,,Lake View,41.95385,-87.66694,Entire home/apt,158,1,191,2022-09-08,4.52,6,299,52,R19000039904
33036432,"COMFY, ELEGANT HOME | WRIGLEYVILLE | PARKING+YARD",17035591,Joshua,,Lake View,41.95361,-87.66546,Entire home/apt,130,1,155,2022-09-09,3.70,6,290,57,R19000045098
33043700,4 Bedroom - Entire Apartment With Free Parking,226582852,Jane And Kris,,New City,41.79921,-87.64459,Entire home/apt,154,30,28,2022-03-14,0.73,18,254,2,R19000039905
33044440,Lovely Lincoln Square Apt Nestled on Chicago River,5459791,Erik,,Lincoln Square,41.96876,-87.70035,Entire home/apt,110,1,27,2022-07-10,0.66,1,12,4,R21000070028
33050698,GROUP LUX in Gold Coast FULL FLOOR 4bd/4ba+Parking,179367980,Wendy And Matt,,Near North Side,41.89936,-87.61977,Entire home/apt,913,2,38,2022-08-28,0.94,12,69,13,R22000079516
33051447,"XL Pent House for 6 ""The Harper""  Full Amenities",248760412,Cloud9,,Near West Side,41.88645,-87.64633,Entire home/apt,830,2,59,2022-08-27,1.43,18,323,18,R19000038741
33071256,LUX Mag Mile 2/2 Gold Coast Gem (+Parking/Rooftop),179367980,Wendy And Matt,,Near North Side,41.89884,-87.62117,Entire home/apt,456,2,173,2022-08-18,4.08,12,59,47,R22000079979
33073493,Cozy Cottage Room,185387095,Heidi,,Armour Square,41.85295,-87.63725,Private room,70,1,85,2022-08-25,2.01,4,288,29,R18000034077
33090907,Spinnaker - 4 Bedroom Italianate Penthouse OldTown,9165588,Edward,,Near North Side,41.90967,-87.64036,Entire home/apt,386,32,18,2019-12-31,0.42,1,0,0,R19000039940
33094332,2 bed / 2 bath condo by McСormick place,208533981,Aiperi,,Near South Side,41.84814,-87.61885,Entire home/apt,250,32,0,,,2,343,0,City registration pending
33107019,Safest Area in Brewery District close to Wrigley#1,34130188,Damoon,,North Center,41.95504,-87.6755,Entire home/apt,192,32,66,2022-03-31,1.57,4,365,11,R20000054177
33152596,Logan Square 2br Condo with Private Garage!,15616722,Phil,,Logan Square,41.92727,-87.69462,Entire home/apt,85,32,30,2019-10-02,0.71,1,0,0,R19000039887
33154010,"Private, safe, clean one bedroom with projector",50684206,Mindy,,Douglas,41.83816,-87.61899,Entire home/apt,120,1,21,2019-10-19,0.51,1,287,0,R18000034060
33154573,Private Loft located near McCormick/Soldier Field,107953984,Andy,,Douglas,41.83125,-87.62037,Entire home/apt,151,2,140,2022-09-12,3.32,1,313,53,R20000055134
33163191,"Studio, Steps from Wrigley Field",33064281,Milen,,Lake View,41.95409,-87.66835,Entire home/apt,116,1,259,2022-09-13,6.22,3,5,67,R21000075323
33163712,Luxury in Lincoln Square! 4BR Home with Patio,247024141,Shane,,Lincoln Square,41.97117,-87.68176,Entire home/apt,348,1,95,2022-09-08,2.41,1,307,40,R22000076560
33167071,River North/Fulton Market HighEnd Pool/HotTub Gym,3965428,Rob,,West Town,41.88936,-87.64777,Entire home/apt,170,90,1,2019-06-15,0.03,68,73,0,City registration pending
33167326,SuperHost Extended Business Stay Luxury Amenities,3965428,Rob,,Near West Side,41.88762,-87.64605,Entire home/apt,162,90,0,,,68,365,0,
33169538,芝加哥，Chicago Chinatown UIC  McCormik,249026086,Yong,,Mckinley Park,41.83101,-87.6681,Entire home/apt,105,2,71,2022-07-10,1.67,2,0,12,R19000039943
33185116,Chic Penthouse Corner 3BR Loft In Fulton Market | Featured In Architectural Digest,126179580,Staywell,,Near West Side,41.88541,-87.65137,Entire home/apt,717,2,143,2022-09-09,3.45,20,280,42,R21000061382
33186836,"Spectacular Fulton Market Penthouse, Sleeps 24 in Style | Featured In Architectural Digest",126179580,Staywell,,Near West Side,41.88712,-87.65089,Entire home/apt,1264,2,44,2022-08-22,1.07,20,258,11,R21000061040
33249303,HUGE |Near DT|United Center-McCormick-W/PARKING,156567268,Blanca,,Lower West Side,41.85548,-87.67985,Entire home/apt,122,1,205,2022-08-30,4.87,1,158,55,R22000078208
33275419,3-Bedroom Luxury Apartment w/ 2 Baths!,99758506,Vincent,,Uptown,41.96962,-87.66924,Entire home/apt,250,32,133,2022-08-21,3.16,2,172,23,R19000039917
33344522,"Gigantic room 75"" tv queen bed and couch",243779291,Hakim,,Albany Park,41.9685,-87.72142,Private room,42,32,17,2022-04-11,0.47,1,218,1,R19000039902
33363106,Stone Mansion Sleeps 10-20     Free parking & TV,5911294,Will,,Lake View,41.93924,-87.64225,Entire home/apt,324,2,119,2022-09-08,3.43,3,254,53,R19000048771
33364230,Bright & Lofty Bucktown 1BR,251328939,Christina,,Logan Square,41.9229,-87.68704,Entire home/apt,81,1,166,2022-09-11,3.96,1,323,54,R21000062557
33376719,One Of A Kind Luxe Logan Square Home 8BR/5.5BA/PK!,145980569,Garrett,,Logan Square,41.91771,-87.71367,Entire home/apt,2093,3,39,2022-09-05,0.99,4,216,17,R19000043836
33409131,9Dz32a Luxurious Stay - Two Bedroom Suite Chicago,22094147,Alexis & Bill,,East Garfield Park,41.87717,-87.70436,Private room,31,32,2,2019-10-04,0.05,49,0,0,Registration number pending
33421993,Vintage Home by Wrigley Field,251761681,Benjamin,,Lake View,41.94193,-87.66657,Entire home/apt,65,2,3,2019-09-20,0.07,1,0,0,City registration pending
33438071,Urban Coach Casa * parking * 10 min to downtown,127847265,Martin,,South Lawndale,41.85309,-87.69624,Entire home/apt,70,32,44,2022-08-01,1.15,2,359,15,City registration pending
33445120,23rd Pl Room 1,21891111,Ming,,Lower West Side,41.84879,-87.68473,Private room,26,6,0,,,4,0,0,R22000081054
33453179,Garfield Park Escape,252024867,James,,West Garfield Park,41.88594,-87.72223,Entire home/apt,117,1,103,2022-08-26,2.53,1,168,31,R19000040406
33462129,"Convenient, Quiet Oasis near City Center and Beach",16050215,Terryon,,Douglas,41.83406,-87.61045,Entire home/apt,129,3,54,2022-09-05,1.30,1,247,28,R19000040408
33491833,Artsy Logan Square 3BR with Private Entrance!,76404742,Cassandra,,Logan Square,41.92391,-87.70534,Entire home/apt,76,1,137,2022-09-09,3.30,1,348,45,R21000062553
33501871,Cozy studio apartment 10min walk to MidwayAirport,244003464,Miguel,,West Lawn,41.78118,-87.73739,Entire home/apt,54,32,78,2021-12-18,1.98,1,0,11,City registration pending
33508586,Bucktown/Wicker Park Loft,82849489,Kaiti,,West Town,41.9137,-87.68238,Entire home/apt,147,32,3,2019-08-25,0.07,1,0,0,City registration pending
33520562,Beach House Chicago With Terrace Backing on to Lake Michigan,252595263,Beach House,,Rogers Park,42.01957,-87.66426,Entire home/apt,419,32,70,2022-09-07,1.68,5,104,15,R20000055141
33527045,"Penthouse w Downtown View + Patio, McCormick Place",178710732,Annie,,Armour Square,41.85011,-87.63298,Entire home/apt,472,2,89,2022-08-28,2.17,17,225,27,R22000082071
33533996,Cozy Room btwn Wicker & Loop,4478538,Abhineyt,,West Town,41.89413,-87.66384,Private room,72,30,8,2022-08-08,0.20,5,123,5,R17000020439
33556246,Stylish & Spacious Wicker Park Airbnb!,5969737,Dawn,,West Town,41.9084,-87.68364,Entire home/apt,196,3,62,2022-09-05,1.51,1,69,32,R22000081423
33559534,Serene and  and wholistic place with the garden.,14285530,Mai,,Albany Park,41.96143,-87.72214,Private room,77,2,50,2022-09-11,1.20,1,281,12,R19000040379
33578584,Cozy and Comfy entire apartment for you!,82806527,Marek,,Garfield Ridge,41.7942,-87.79218,Entire home/apt,150,1,46,2022-08-29,1.11,1,151,27,R21000075106
33593525,3 #3C - 3 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.85715,-87.6338,Entire home/apt,335,2,67,2022-08-20,1.61,17,335,23,R21000072607
33593941,"3-3B - 3 Bedroom Condo - McCormick Pl, Chinatown",178710732,Annie,,Armour Square,41.85669,-87.63226,Entire home/apt,335,2,91,2022-08-26,2.22,17,328,27,R21000072609
33594118,3-3A - 3 Bedroom w Downtown View - McCormick Place,178710732,Annie,,Near South Side,41.85797,-87.63388,Entire home/apt,335,2,92,2022-08-26,2.25,17,325,28,R21000072612
33615334,Heart of Pilsen,14988400,Sharon,,Lower West Side,41.85754,-87.66587,Entire home/apt,130,2,101,2022-09-11,2.47,3,24,36,R19000040372
33636138,Charming Renovated•Close to Train•Food•Parking,50333985,Gabriel,,Lower West Side,41.85694,-87.67701,Entire home/apt,156,2,151,2022-08-26,3.64,2,71,23,R19000039886
33645248,Private Queen room +1 at South Shore Bungalow,28501460,Delia,,South Shore,41.76447,-87.57348,Private room,31,3,20,2021-11-15,0.49,7,234,3,R18000036975
33667922,1 #31 - 4 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.85348,-87.63321,Entire home/apt,431,2,56,2022-08-22,1.47,17,338,28,R21000072606
33719692,G. MANSION SHARED COED ROOM NOT PRIVATE Low Bunk,163484540,Neuma,,Calumet Heights,41.72798,-87.57824,Shared room,25,2,44,2022-09-05,1.06,23,344,15,R21000062044
33724609,4 #1S - 4 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.84599,-87.63497,Entire home/apt,420,1,53,2022-08-21,1.29,17,329,17,R19000040385
33749042,Gamers Getaway 20 minutes from downtown,161740210,Daniel,,Pullman,41.72055,-87.59305,Entire home/apt,253,2,100,2022-09-05,2.41,1,360,24,R21000074825
33749416,Entire Attic bright airy  with Terrace,144854410,Martha,,Montclare,41.9318,-87.79291,Private room,152,3,39,2022-09-13,1.01,2,156,14,R19000049535
33753806,Underwater BunkBed room for4 +Complimentary BIKES,220328753,Nathaly,,Near West Side,41.86644,-87.65344,Private room,105,2,65,2022-08-28,1.59,3,344,28,R19000038537
33755589,Chicago Tropical Condo (+Complimentary BIKES),220328753,Nathaly,,Near West Side,41.86683,-87.65402,Entire home/apt,250,2,23,2022-06-03,0.56,3,337,7,R19000038537
33804619,"Wonderful Wicker Park 1 Bedroom, Walk To The Train",10917550,Nicky,,West Town,41.90231,-87.67174,Entire home/apt,111,32,77,2022-07-19,1.86,7,365,11,City registration pending
33810223,Cozy retreat in Roscoe Village,195015117,Brenda,,North Center,41.93726,-87.67514,Private room,225,1,13,2022-06-26,0.32,2,84,3,R19000040384
33834132,St. Emeric - Chef's Residency,10051543,Jim,,Logan Square,41.92731,-87.69586,Entire home/apt,450,2,0,,,1,362,0,R17000015434
33855764,Lincoln Park Home Away from Home near DePaul Univ,129881621,Phoebe,,Lincoln Park,41.92712,-87.66859,Entire home/apt,214,2,61,2022-09-09,1.50,1,350,28,R17000014274
33878204,Luxury Apt in Wicker Park Minutes to Downtown,11539892,Reno,,West Town,41.90018,-87.6664,Entire home/apt,168,32,1,2019-06-02,0.02,1,0,0,City registration pending
33899292,Bucktown Private GEM - a 3BR Modern Oasis,356360409,Eugene,,Logan Square,41.92572,-87.67827,Entire home/apt,218,1,183,2022-09-12,4.46,1,155,58,2827469
33913186,Convenient & Relaxing Artsy 2BR / 1 BA in Pilsen - Free Parking,256102313,Polina,,Lower West Side,41.85355,-87.67088,Entire home/apt,79,32,145,2022-09-07,3.59,1,345,51,R19000041300
33928454,X5. MANSION SHARED COED ROOM (NOT PRIVATE),163484540,Neuma,,Calumet Heights,41.728,-87.57715,Shared room,50,2,17,2022-09-04,0.58,23,5,6,R21000062044
33928624,"Gold Coast 1BR w/ Gym, Terrace, nr Lake & the L",107434423,Blueground,,Near North Side,41.898904,-87.62797,Entire home/apt,185,32,1,2022-03-31,0.18,525,244,1,32+ Days Listings
33940403,Lincoln Park Joyful Home for 12,113257336,Beth,,Lincoln Park,41.9144,-87.6463,Entire home/apt,2499,3,13,2022-07-08,0.35,3,340,7,R21000073710
33942774,★Quiet & Spacious Apt★Walk Everywhere+Free Parking,256309608,Tamara,,Logan Square,41.9302,-87.69725,Entire home/apt,128,2,110,2022-08-27,2.69,1,81,46,R19000040878
33948525,"4 #2S - 5 Bedroom 2 Bath - McCormick Pl, Wintrust",178710732,Annie,,Armour Square,41.84572,-87.63329,Entire home/apt,450,2,45,2022-08-21,1.37,17,338,25,R19000040876
33948713,4 #1N - 4 Bedroom 4 Bath - McCormick Place,178710732,Annie,,Armour Square,41.84564,-87.63477,Entire home/apt,450,2,34,2022-08-28,0.98,17,325,19,R19000040385
33948840,"4 #2N - 4 Bedroom 4 Bath - McCormick Pl, Wintrust",178710732,Annie,,Armour Square,41.84589,-87.63485,Entire home/apt,450,2,39,2022-08-31,1.66,17,329,21,R19000040876
33993860,SUPERB Old Twn/Lincoln Park Bright LOFT (+parking),179367980,Wendy And Matt,,Lincoln Park,41.91352,-87.64755,Entire home/apt,178,2,121,2022-08-24,2.94,12,68,32,R19000038528
33998121,Luxury Rooms in Lakeview East/Wrigley,58253007,Donna,,Lake View,41.94115,-87.65076,Private room,275,3,14,2022-09-04,0.36,1,348,8,R21000073647
34043080,Warm & Comforting 4BR/2BA in Andersonville,255603957,India,,Uptown,41.97559,-87.66451,Entire home/apt,119,1,106,2022-09-06,2.59,1,319,43,R19000040880
34044886,"Modern Renovated Condo, 3BED,2BATH Mins To Wrigley",28777472,Mitesh,,Irving Park,41.95481,-87.69889,Entire home/apt,102,32,46,2022-05-15,1.14,2,196,6,City registration pending
34081264,Bed/Breakfast by Jackson Park Hospital & Metra(♥),47056445,Andy,,South Shore,41.76087,-87.58783,Private room,39,1,40,2022-07-31,0.98,7,333,4,R20000055861
34088913,💕Rosita Line Casita💕 ENTIRE HOUSE 1BR + WFH OFFICE,65922463,Yuriria,,Lower West Side,41.85555,-87.67277,Entire home/apt,131,3,37,2022-09-12,1.07,1,9,23,R19000050239
34115512,"Pet friendly, entire apt in hot Humboldt Park!",45239294,Cherie,,Humboldt Park,41.90762,-87.71031,Entire home/apt,75,32,28,2022-08-15,0.69,3,114,5,City registration pending
34118489,Long Stays| Top Floor| Near Med District w/Pk,41084854,Nancy,,South Lawndale,41.8436,-87.70923,Entire home/apt,190,32,3,2022-07-06,0.32,4,224,3,R18000026633
34122651,"Bright 3 bed, 2 bath apt. w/ laundry & parking 8min downtown",44773457,Brad,,Near West Side,41.87822,-87.68046,Entire home/apt,98,32,122,2022-09-05,3.00,4,326,35,R22000079141
34123559,Fulton Market Luxury 2 Bedrooms  Chic Glass House,3965428,Rob,,Near West Side,41.88634,-87.6482,Entire home/apt,225,90,0,,,68,365,0,City registration pending
34137266,Shared space south shore Bungalo.,28501460,Delia,,South Shore,41.76437,-87.57332,Shared room,18,3,23,2022-09-11,0.57,7,345,9,R18000036975
34137362,"Studio Apartment
2 Blocks Away From Lincoln Park!",172144727,Asante,,Lincoln Park,41.91587697757908,-87.63530242943848,Entire home/apt,150,32,0,,,1,90,0,
34139061,GOLD COAST 1 bedroom APARTMENT BY MICHIGAN AVE,49626033,Roma,,Near North Side,41.89862,-87.62138,Entire home/apt,120,32,1,2022-06-18,0.34,31,342,1,City registration pending
34147220,COACH HOUSE in WRIGLEYVILLE,19645168,Brandon,,Lake View,41.95516,-87.6688,Entire home/apt,418,2,50,2022-08-19,1.23,12,160,24,R19000040857
34147289,7 STAR THE MALIA OASIS #1 ....2BR/2BA,257793960,Bob,,Washington Park,41.78525,-87.61666,Entire home/apt,18,32,23,2020-04-08,0.56,3,0,0,R18000036989
34147466,Carol’s Guesthouse:  Your Needs Are Covered!,252018909,Carol,,Chatham,41.74915,-87.61742,Entire home/apt,91,3,46,2022-08-28,1.13,1,349,13,R19000040634
34182231,30 E. Huron #910 Private Residences,257464365,Kevin,,Near North Side,41.89627,-87.62597,Entire home/apt,98,32,2,2022-03-16,0.06,18,66,1,City registration pending
34201647,Cute and Cozy Bronzeville Garden Apartment,193524050,Maria,,Grand Boulevard,41.81685,-87.61667,Entire home/apt,224,3,31,2022-08-08,0.78,1,166,12,R21000075379
34203312,15% DISCOUNT- ASK ME FOR IT NOW,6401608,Philip,,Loop,41.88487,-87.62481,Entire home/apt,400,32,5,2019-09-25,0.13,4,0,0,City registration pending
34203384,SUITABLE CONVENIENCE RIVER NORTH MODERN APARTMENT,3965428,Rob,,Near North Side,41.89053,-87.63745,Entire home/apt,170,60,1,2019-08-05,0.03,68,365,0,City registration pending
34211831,Amazing View - WestLoop close to #FultonMarket✭,245574996,Matthew,,Near West Side,41.88265,-87.64358,Entire home/apt,208,32,70,2021-10-31,1.70,5,91,4,R10107595440
34216617,Commute friendly PRIME location! Walk to train!,198527414,Angelica,,Avondale,41.94085,-87.71697,Entire home/apt,110,32,49,2022-08-27,3.93,3,343,48,R22000088409
34224437,"Bright, new 2BR in the heart of East Lakeview",40738849,Danielle,,Lake View,41.94005,-87.64644,Entire home/apt,204,2,65,2022-09-11,1.61,1,19,21,R19000042601
34234154,Blackbeard Wheat Room,258297883,Abilkhair,,Humboldt Park,41.88864,-87.72008,Private room,88,1,100,2021-11-28,2.44,4,0,5,R21000072781
34274882,"Cozy Bucktown 2 bedroom, 2 floors",40279213,Tom,,Logan Square,41.92192,-87.68306,Entire home/apt,100,32,16,2022-06-07,0.39,1,241,4,R19000050498
34276639,Heart of Lincoln Square,42063884,James,,Lincoln Square,41.96799,-87.68115,Entire home/apt,336,3,36,2022-09-11,0.89,1,22,14,R21000073265
34282874,"Newly renovated, Family/Kid Friendly, near Wrigley",258828918,Patty,,North Center,41.952763,-87.686211,Entire home/apt,254,2,51,2022-09-11,1.26,1,61,18,R19000040860
34288514,Cozy Small Private Garden Apt in Chicago Logan Sq,226768155,Earl,,Logan Square,41.9292,-87.69591,Entire home/apt,131,2,71,2022-08-21,1.77,1,10,26,R21000069882
34303597,Charming & Peaceful Old Town Retreat,9094538,Nicole,,Lincoln Park,41.91331,-87.63998,Entire home/apt,121,33,43,2022-09-05,1.11,21,162,7,Registration pending
34311462,Art escape room,110725131,Ronak,,West Garfield Park,41.87595,-87.72087,Private room,41,32,5,2021-07-03,0.15,6,132,0,R19000042272
34316136,Gorgeous Near West Penthouse w optional parking,5363429,Larry,,Near West Side,41.88202,-87.6835,Private room,100,32,0,,,2,336,0,
34317819,Simple and Cozy Logan Square Garden Apt.,137501409,Giovannie,,Avondale,41.93272,-87.72247,Entire home/apt,135,1,80,2022-08-28,2.04,2,80,20,R17000017712
34318581,Room2 Quiet&Cozy CityLakeHouse —NONSMOKERS ONLY,919044,Caroline,,South Shore,41.7649,-87.56884,Private room,32,30,8,2022-07-31,0.24,4,173,4,R19000040399
34322512,"Excellent location , cozy place 2",183258122,Santiago,,New City,41.79576,-87.66162,Private room,28,32,27,2022-01-10,0.67,7,134,5,City registration pending
34327660,Private Lincoln Park Condo with Parking Spots=,38574685,Katherine,,Lincoln Park,41.92147,-87.65427,Entire home/apt,400,2,84,2022-07-31,2.18,1,41,26,R19000043205
34336556,McKinley Park Condos,259228159,Armando,,Mckinley Park,41.82624,-87.66837,Entire home/apt,2000,32,9,2019-11-04,0.22,1,180,0,City registration pending
34337538,Historic Old Town One Bedroom Garden Unit,33004,At Home Inn,,Lincoln Park,41.91376,-87.63784,Entire home/apt,90,32,31,2022-05-14,0.76,9,163,2,City registration pending
34340162,Trendy Wicker Park Loft with Parking!,259214058,George,,West Town,41.9099,-87.66682,Entire home/apt,169,3,123,2022-08-31,3.02,1,107,56,R20000056239
34348324,"Close to O’Hare airport,train,shopping mall,Casino",259330053,Ghaidaa,,Ohare,41.97309,-87.84193,Entire home/apt,250,32,40,2021-10-24,0.98,1,365,7,City registration pending
34383700,Beautiful cozy place 3,183258122,Santiago,,New City,41.79442,-87.66167,Private room,27,32,18,2022-08-18,0.45,7,71,2,pending
34420421,I welcome you to your home away from home..,40025536,Abigail,,West Town,41.89739,-87.67186,Entire home/apt,220,2,51,2022-09-13,1.25,1,82,15,R19000041368
34441059,Large room with private bath/entrance - Women only,6892581,Laura,,Morgan Park,41.69191,-87.6815,Private room,30,32,0,,,1,180,0,
34441147,"Chicago ""L"" Room, near Med Ctrs & ORD",2456789,Mary,,Norwood Park,41.98295,-87.8196,Private room,41,21,34,2022-07-22,0.84,5,318,14,R21000075112
34448656,Edgewater Glen Suite in Historical Home,8452959,Katie,,Edgewater,41.99565,-87.66217,Entire home/apt,132,2,118,2022-09-05,2.92,1,14,28,R21000063110
34481210,Logan Square Garden Sanctuary,72404211,Tess,,Logan Square,41.91918,-87.70321,Entire home/apt,124,2,88,2022-08-29,2.17,1,0,32,R21000074160
34506763,Lincoln Park Duplex,260438670,Jeff,,Lincoln Park,41.9152,-87.65341,Entire home/apt,130,32,20,2021-09-26,0.66,1,0,1,City registration pending
34514690,Lighthouse Room,110725131,Ronak,,West Garfield Park,41.87605,-87.72218,Private room,39,32,7,2021-12-04,0.18,6,177,2,R19000042272
34517680,Elegant Wicker: Wolcott & Milwaukee Ave,2479544,The Joneses,,West Town,41.905739,-87.674858,Entire home/apt,528,2,39,2022-09-05,1.05,2,333,29,R20000058371
34533277,Beautiful Duplex in Historic Kenwood Neighborhood,132709428,Mark,,Kenwood,41.81472,-87.59928,Entire home/apt,150,32,23,2021-10-10,0.57,1,178,1,City registration pending
34534440,SuperHost Downtown Michigan Ave in Historic Area,49626033,Roma,,Near North Side,41.89862,-87.62138,Entire home/apt,120,32,3,2022-06-15,0.08,31,348,1,R19000042643
34541121,Loop Getaway w/ ♔ King Bed ♔ & Gym,212229650,Gerald,,Loop,41.88818,-87.61955,Entire home/apt,400,32,1,2019-06-30,0.03,6,0,0,City registration pending
34541497,King Bed & Netflix & Gym & Millennium Park,163739390,Ralph,,Loop,41.88748,-87.61777,Entire home/apt,400,32,0,,,9,0,0,City registration pending
34545426,Large groups welcome! 20+ by Wrigley and Logan.,17251828,Kaushal,,Avondale,41.93261,-87.69206,Entire home/apt,1286,2,0,,,3,78,0,R17000014233
34563816,King Bed Modern Apartment near Lakeshore Park,260805765,Paul,,Loop,41.88674,-87.62155,Entire home/apt,400,32,1,2019-07-20,0.03,6,0,0,City registration pending
34564058,ONLY SWIMMING POOL still OPEN INDOORS,260807399,John,,Loop,41.88615,-87.62329,Entire home/apt,400,32,4,2019-11-01,0.10,6,90,0,City registration pending
34565182,Gold Coast/Michigan Ave/Downtown 1 Bedroom,259191558,Walton,,Near North Side,41.90074,-87.62465,Entire home/apt,350,2,10,2022-07-17,0.27,5,56,5,R19000041780
34568002,GREAT Downtown UNIT 24/7 GYM +TV Netflix WIFI,3965428,Rob,,Near North Side,41.89174,-87.61711,Entire home/apt,135,31,11,2022-08-02,0.29,68,278,4,R19000050295
34574380,SuperHost Perfect Location DOWNTOWN | QUEEN BED |,3965428,Rob,,Near North Side,41.89843,-87.62186,Entire home/apt,150,32,0,,,68,342,0,City registration pending
34574634,"Urban Retreat: 20mins MagMile, O'Hare & Highlights",34773184,Lynette + Efrain,,Irving Park,41.95457,-87.72258,Entire home/apt,247,2,56,2022-09-11,2.39,2,341,51,R19000041311
34590811,Cool! 2nd Story Loft. Great Location. Super CLEAN!,36140345,Melissa,,West Town,41.90176,-87.67139,Entire home/apt,139,3,65,2022-09-11,1.75,2,290,29,R21000071697
34596043,✈️ Modern Business Ready Studio w/ King Bed,163739390,Ralph,,Loop,41.88467,-87.62483,Entire home/apt,400,32,4,2019-11-07,0.10,9,0,0,City registration pending
34597480,Bright One-Bedroom on the Park,23006345,Madeline,,Hyde Park,41.789,-87.58865,Entire home/apt,225,1,7,2022-06-07,0.18,1,361,4,R19000041362
34601264,2 Private Offices In Spacious Vintage 3BR,52725236,Wendi,,Logan Square,41.92142,-87.702,Entire home/apt,150,32,106,2022-07-10,2.73,3,114,30,R22000087945
34622778,A Slice of Heaven in the Windy City,6452801,Idris,,Greater Grand Crossing,41.76678,-87.63288,Shared room,105,2,7,2022-03-13,0.18,2,363,1,R19000041343
34624048,Heart of Downtown Studio Ideal for Family Trip,163739390,Ralph,,Near North Side,41.89601,-87.63067,Entire home/apt,400,32,7,2019-10-21,0.18,9,0,0,City registration pending
34624805,Hotel Perks - Private Bedroom | Private Bathroom,57387860,Freehand,,Near North Side,41.8923,-87.627335,Hotel room,284,1,9,2022-07-28,0.24,24,346,4,R18000024404
34625919,Spacious 3-BR Penthouse near Medical District,9094538,Nicole,,Near West Side,41.87202,-87.68713,Entire home/apt,189,32,34,2021-12-31,0.85,21,0,4,City registration pending
34647251,Quadruple Room: Perfect for Friends,57387860,Freehand,,Near North Side,41.892509,-87.616173,Hotel room,265,1,521,2022-08-29,13.63,24,342,373,R18000024404
34648201,Female Only  - 1 Bed in a Shared Bedroom,57387860,Freehand,,Near North Side,41.892509,-87.616173,Hotel room,106,1,440,2022-08-29,10.86,24,349,198,R18000024404
34656149,Charming Apt in perfect Horner Park location,5813124,Dan,,Irving Park,41.96038,-87.70027,Entire home/apt,60,3,6,2020-03-17,0.18,1,0,0,R19000049542
34684299,CONVENIENCE RIVER NORTH MODERN APARTMENT Free WiFi,3965428,Rob,,Near North Side,41.89848,-87.62176,Entire home/apt,140,32,0,,,68,348,0,City registration pending
